Candidatura,Nombre,Partido,electo,url,twitter,facebook
Acatlán de Juárez,Alejandro Alvarado Toscano,FUERZA MÉXICO,,,,http://www.facebook.com/AlexAlvarado2021
Acatlán de Juárez,Erick Medina Siordia,HAGAMOS,,,,https://www.facebook.com/erickmedinasiordia
Acatlán de Juárez,Jaime Enrique Velasco López,MC,,,,
Acatlán de Juárez,Anel Judith López Aguilar,MORENA,,,,
Acatlán de Juárez,Ma Teresa Mojica Gómez,PAN,,,,
Acatlán de Juárez,Juan Carlos García Ibarra,PES,,,,
Acatlán de Juárez,Ivone Gudiño González,PRI,,,,
Acatlán de Juárez,Gloria Elizabeth González Dávalos,PVEM,,,,https://www.facebook.com/gloriaelizabeth.gonzalezdavaloas?fref=mentions
Acatlán de Juárez,Guadalupe Elizabeth López Medina,RSP,,,,
Ameca,Marco Antonio González Becerra,FUERZA MÉXICO,,,,
Ameca,Xóchitl Julieta Ruelas Ponce,FUTURO,,,,
Ameca,Victoria Mariscal Romero,HAGAMOS,,,,https://www.facebook.com/VickyMariscalAmeca/
Ameca,Juan Valentín Serrano Jimenez,MC,,,,https://www.facebook.com/juanvalentin.serranojimenez/
Ameca,Francisco Marin Jiménez,MORENA,,,,https://www.facebook.com/franciscomarinmorena/
Ameca,Anuar Tavera Romero,PAN,,,,https://www.facebook.com/AnuarTaveraAN/
Ameca,Andrés Rodríguez Flores,PES,,,,
Ameca,María de los Ángeles López Rosas,PRD,,,,
Ameca,Luis Arturo Meza Andalón,PRI,,,,https://www.facebook.com/Luis-Arturo-Meza-Andal%C3%B3n-100211905281375
Ameca,Edilberto Enriquez Parra,PVEM,,,,https://www.facebook.com/EdilbertoEnriquezP
Autlán de Navarro,Felipe Flores Gómez,FUERZA MÉXICO,,,,https://www.facebook.com/FelipeFlores0
Autlán de Navarro,Teresa Daniella Ramírez Gamiño,FUTURO,,,,https://www.facebook.com/DaniellaRamirezG
Autlán de Navarro,José Martín García de Alba Toscano,HAGAMOS,,,,https://www.facebook.com/profile.php?id=100057733534524
Autlán de Navarro,J Nicolás Ayala del Real,MC,,,,https://www.facebook.com/nicolas.ayaladelreal
Autlán de Navarro,Haidyd Arreola López,MORENA,,,,
Autlán de Navarro,Jaime Antonio Hernández Hernández,PAN,,,,
Autlán de Navarro,Daniel Juárez Álvarez,PES,,,,
Autlán de Navarro,Eva Judith Hueso Guerrero,PRD,,,,https://www.facebook.com/profile.php?id=100065494814845
Autlán de Navarro,Gustavo Salvador Robles Martínez,PRI,,,https://twitter.com/GustavoRoblesM?s=20,https://www.facebook.com/GustavoRoblesM
Autlán de Navarro,Martha Elena López Velázquez,PT,,,,https://www.facebook.com/marthaelena.lopezvelazquez
Autlán de Navarro,Luis Roberto Preciado Zavala,RSP,,,,https://www.facebook.com/luispreciadoz
Autlán de Navarro,Oscar Zepeda Quiñones,INDEPENDIENTE,,,https://twitter.com/OscarZepedaAut?s=20,https://www.facebook.com/oscarzepedaautlan
Autlán de Navarro,Sergio Rafael Capacete Morán,INDEPENDIENTE,,,,https://www.facebook.com/Sergio-Capacete-El-Bola-105457854916530
Ayotlán,Ana Berenice Zúñiga Vargas,FUERZA MÉXICO,,,,
Ayotlán,Luis Eduardo González Escoto,HAGAMOS,,,,
Ayotlán,Rodolfo Hernández Sánchez,MC,,,,https://www.facebook.com/Rodolfo-Hern%C3%A1ndez-Sanchez-108483960880032
Ayotlán,Juan Pedro Pérez Rojas,MORENA,,,,https://www.facebook.com/pedroperezObradorista
Ayotlán,M Guadalupe Hurtado Sánchez,PAN,,,,
Ayotlán,Yeiel Paul Lau Parra,PES,,,,https://www.facebook.com/profile.php?id=100016093151787
Ayotlán,Agustín Zúñiga Banda,PRI,,,,https://www.facebook.com/AgustinZunigaBanda
Ayotlán,Claudia Isabel Valles Ramírez,PT,,,,
Ayotlán,Diana Victoria García González,PVEM,,,,
Ayotlán,Guillermo Rodríguez Escoto,RSP,,,,https://www.facebook.com/Guillermo-Rodr%C3%ADguez-100356975405292
Colotlán,Anabel Robles Hernández,HAGAMOS,,,,https://www.facebook.com/Anabel-Robles-106340994882012
Colotlán,José Julián Quezada Santoyo,MC,,,,https://www.facebook.com/Dr.PepeQuezada
Colotlán,Manuel Valdovinos Enriquez,MORENA,,,,https://www.facebook.com/manuel.valdovinosenriquez
Colotlán,Octavio Córdova Hernández,PAN,,,,https://www.facebook.com/profile.php?id=100005638848632
Colotlán,Ana Cecilia Casas Flores,PRD,,,,
Colotlán,Norma Angélica Huizar Marquez,PRI,,,,https://www.facebook.com/norma.huizarmarquez
Colotlán,Felipe Ibarra Cornejo,PT,,,,https://www.facebook.com/Felipe-Ibarra-100521715513767
Colotlán,Francisco Gándara Cardenas,INDEPENDIENTE,,,,https://www.facebook.com/francisco.gandaracardenas
El Grullo,Verónica Villafaña González,FUERZA MÉXICO,,,,
El Grullo,Alejandro Zamora Osorio,HAGAMOS,,,,https://www.facebook.com/alejandro.zamoraosorio
El Grullo,Milton Carlos Cardenas Osorio,MC,,,,https://www.facebook.com/milton.cardenas.399
El Grullo,Delia Peña Zamora,PAN,,,,
El Grullo,Oscar Jiménez Vargas,PES,,,,https://www.facebook.com/droscarjimva
El Grullo,Eurise Jazmín González González,PRI,,,,https://www.facebook.com/jazeury.glez
El Grullo,Sandra Torres Chávez,PT,,,,https://www.facebook.com/sandra.torreschavez.1
El Grullo,Pablo Gómez Alcalá,RSP,,,,https://www.facebook.com/Pablo-G%C3%B3mez-Alcal%C3%A1-101322524657775
El Salto,Araceli Orozco López,FUERZA MÉXICO,,,,https://www.facebook.com/araceli.orozcolopez.9
El Salto,Francisco Javier Rodríguez González,FUTURO,,,,https://www.facebook.com/judyrodriguezg
El Salto,José Antonio Pérez Pérez,HAGAMOS,,,,https://www.facebook.com/JosePerezElSalto
El Salto,Ricardo Zaid Santillán Cortés,MC,,,https://twitter.com/RSantillanCts?s=20,https://www.facebook.com/RSantillanC/
El Salto,Ma Elena Farías Villafan,MORENA,,,,https://www.facebook.com/mfariasvillafan
El Salto,Adrián Alejandro Flores Vélez,PAN,,,,https://www.facebook.com/adrianalejandro.floresvelez
El Salto,Eric Oliveros Ortega,PES,,,,https://www.facebook.com/profile.php?id=100012582040598
El Salto,Diego Hernández Sepúlveda,PRD,,,,https://www.facebook.com/DiegoHernandezSepulved
El Salto,Joel González Díaz,PRI,,,https://twitter.com/joel_glezdiaz?s=20,https://www.facebook.com/joel.gonzalezdiaz.35
El Salto,Carolina Romualdo Ramírez,PT,,,,https://www.facebook.com/CarolRRamire
El Salto,Deisy Adriana Arana Iñiguez,PVEM,,,,
El Salto,Christian Fernando López Chabelo,RSP,,,https://twitter.com/christianferlop?s=20,https://www.facebook.com/ChristianFernando.Oficial.page
Guadalajara,Gustavo Adolfo Flores Delgadillo,FUERZA MÉXICO,,"
http://www.gustavofloresdelgadillo.com/",https://twitter.com/gustavofloresd?s=20,https://www.facebook.com/GustavoFloresDelgadillo/
Guadalajara,Dolores Eugenia Pérez Lazcarro,FUTURO,,,https://twitter.com/DoPerezLazcarro?s=20,https://www.facebook.com/dolores.perezlazcarro
Guadalajara,Itzcoatl Tonatiuh Bravo Padilla,HAGAMOS,,http://tonatiuhguadalajara.mx/,https://twitter.com/tonatiuhbp?s=20,https://www.facebook.com/tonatiuhbravop
Guadalajara,Jesús Pablo Lemus Navarro,MC,,,https://twitter.com/PabloLemusN?s=20    ,https://www.facebook.com/PabloLemusN
Guadalajara,Carlos Lomelí Bolaños,MORENA,,,https://twitter.com/DrCarlosLomeli?s=20,https://www.facebook.com/DrCarlosLomeli/
Guadalajara,Fernando Garza Martínez,PAN,,,https://twitter.com/FernandoGarzaM?s=20,https://www.facebook.com/FernandoGarzaM/
Guadalajara,Xóchitl Elizabeth Vázquez Medel,PES,,,,https://www.facebook.com/draxochitl.mariachi
Guadalajara,Gerardo León de la Cruz,PRD,,,https://twitter.com/jerrylecuz?s=20,https://www.facebook.com/GerardoLecuz
Guadalajara,Sofía García Mosqueda,PRI,,,https://twitter.com/SofiaGarciaGDL?s=20,https://www.facebook.com/sofiagarciamos
Guadalajara,Yomara Paola González Lemus,PT,,,,
Guadalajara,Ofelia Gamboa Noriega,PVEM,,,,https://www.facebook.com/profile.php?id=100002526154909
Guadalajara,Karla Viridiana Nathaly Rivas Castillo,RSP,,,,https://www.facebook.com/rivasviridiana
Guadalajara,Diana Palacios Solórzano,SOMOS,,,https://twitter.com/dianapalaciosof?s=20,
Guadalajara,José Francisco Castillo Navarro,INDEPENDIENTE,,,,https://www.facebook.com/FranciscoCastilloGdl
Ixtlahuacán de los Membrillos,Erick Alberto Duarte Molina,FUERZA MÉXICO,,,,https://www.facebook.com/Erick-Alberto-Duarte-Molina-103392661764611
Ixtlahuacán de los Membrillos,Janet González Rubio Alcaraz,FUTURO,,,https://twitter.com/JanetGra?s=20,https://www.facebook.com/Maestra-Janet-101313668442542/
Ixtlahuacán de los Membrillos,Berenice Flores Barajas,HAGAMOS,,,,https://www.facebook.com/BereFloresBarajas
Ixtlahuacán de los Membrillos,Otilia Diaz Enciso,MC,,,,https://www.facebook.com/OtiDiazIxt
Ixtlahuacán de los Membrillos,Reymundo Romo García,MORENA,,,https://twitter.com/reyroga21?s=20,https://www.facebook.com/Reymundo-ROMO-101636748112748
Ixtlahuacán de los Membrillos,José Rodrigo García Zaragoza,PAN,,,,https://www.facebook.com/JoseRodrigoGarciaZaragoza
Ixtlahuacán de los Membrillos,Silvia Niño Ramírez,PES,,,,
Ixtlahuacán de los Membrillos,José Luis Mariscal Peralta,PRD,,,,
Ixtlahuacán de los Membrillos,José Heriberto García Murillo,PRI,,,https://twitter.com/Heri_Garcia_Ixt?s=20,https://www.facebook.com/Heriberto-Garc%C3%ADa-106391421455568
Ixtlahuacán de los Membrillos,Mara Ornela Martínez Contreras,PT,,,,https://www.facebook.com/mara.martinezcontreras
Ixtlahuacán de los Membrillos,Cecilia Yadira Zúñiga Bernardo,PVEM,,,,
Juanacatlán,Dinora Marisol Ortega Flores,FUERZA MÉXICO,,,,
Juanacatlán,Adriana Cervantes Ortiz,FUTURO,,,,https://www.facebook.com/Adry-Cervantes-108326494684047/
Juanacatlán,Angélica Anytsirc Barba Moreno,HAGAMOS,,,https://twitter.com/anngelicabarba?s=20,https://www.facebook.com/annybarbam
Juanacatlán,Susana Melendez Velázquez,MC,,,,https://www.facebook.com/SusyMelendezV
Juanacatlán,Gleidy Isabel Márquez Meza,MORENA,,,,https://www.facebook.com/GleidyMarquezM
Juanacatlán,Francisco de la Cerda Suárez,PAN,,,https://twitter.com/pacodelacerdas?s=20,https://www.facebook.com/FranciscoDeLaCerdaPAN
Juanacatlán,Rodolfo Ramírez Flores,PRD,,,,
Juanacatlán,Blanca Estela Navarro Maldonado,PRI,,,,https://www.facebook.com/BlancaNavarropri
Juanacatlán,Ana Rosa Vergara Ángel,PT,,,,https://www.facebook.com/AnaVergaraJuanacatlan
Juanacatlán,Belen Abigaíl Estrada Maldonado,PVEM,,,,https://www.facebook.com/Belen-Estrada-Para-Presidente-110587024463944
Lagos de Moreno,María Gloria Sánchez Ortíz,FUERZA MÉXICO,,,,https://www.facebook.com/profile.php?id=1321087141
Lagos de Moreno,Martha de Jesus Alba Martín,FUTURO,,,,https://www.facebook.com/martha.alba.futuro
Lagos de Moreno,Marco Antonio González Ortiz,HAGAMOS,,,,https://www.facebook.com/MarcoGlezLagos
Lagos de Moreno,Tecutli José Guadalupe Gomez Villalobos,MC,,,,https://www.facebook.com/tecutligomezmc
Lagos de Moreno,José de Jesús Hurtado Torres,PAN,,,,https://www.facebook.com/ChuyHurtadoT
Lagos de Moreno,María del Carmen Gómez Ortiz,PRD,,,,
Lagos de Moreno,Clara Martínez Aguirre,PRI,,,,https://www.facebook.com/ClaritaMartinezOficial
Lagos de Moreno,María Leticia Hernández Cardenas,PT,,,,
Lagos de Moreno,Erick Efraín Espinoza Martínez,PVEM,,,,
Lagos de Moreno,Brenda Rodríguez Escobedo,RSP,,,,https://www.facebook.com/brenda.rodriguezescobedo.1
Mascota,María del Pilar Cázarez Guzmán,FUTURO,,,,
Mascota,Carmen Manuela Arredondo Cortez,HAGAMOS,,,,https://www.facebook.com/carmenarredondohagamos
Mascota,Sara Eugenia Castillón Ochoa,MC,,,,https://www.facebook.com/DraSaraMC
Mascota,Marco Antonio Rubio López,MORENA,,,,https://www.facebook.com/trmascota
Mascota,María Teresa Pulido Robles,PAN,,,,https://www.facebook.com/TerePulidoR
Mascota,María del Socorro Figueroa López,PES,,,,
Mascota,Roberto Quintero Robles,PRI,,,,https://www.facebook.com/RobertoQuintero2021
Mascota,Dolores Natalia León Torres,RSP,,,,https://www.facebook.com/Mtra-Dolores-Le%C3%B3n-110388531113908
Puerto Vallarta,Álvaro Hernández Flores,FUERZA MÉXICO,,,,https://www.facebook.com/AlvaroHernandezOficial
Puerto Vallarta,Miriam Elizabeth Miramontes Zepeda,FUTURO,,,https://twitter.com/MiriamMiramon10?s=20,https://www.facebook.com/miriammiramontes2
Puerto Vallarta,Marina de los Santos Alvarez,HAGAMOS,,,https://twitter.com/MARINADLSA?s=20,https://www.facebook.com/marinadlsa
Puerto Vallarta,María Guadaupe Guerrero Carvajal,MC,,,,https://www.facebook.com/LupitaGuerreroGC
Puerto Vallarta,Carla Verenice Esparza Quintero,MORENA,,,https://twitter.com/CarlaEsparzaVta?s=20,https://www.facebook.com/CarlaEsparzaVta
Puerto Vallarta,Gloria Idalia González León,PAN,,,https://twitter.com/idalia_gonzalez?s=20,https://www.facebook.com/IdaliaGonzalezDeLeon
Puerto Vallarta,Teresa García Aréchiga,PES,,,,
Puerto Vallarta,Otoniel Barragán Espinoza,PRD,,,,https://www.facebook.com/otoniel.barragan.9
Puerto Vallarta,Paola Azeneth Topete Villalvazo,PRI,,,,https://www.facebook.com/Paola-Topete-101867738682594
Puerto Vallarta,Corina Naranjo Trujillo,PT,,,,https://www.facebook.com/corina.naranjotrujillo
Puerto Vallarta,Miguel Ángel Yerena Ruíz,RSP,,,,https://www.facebook.com/TitoYerenaRSP/
Tamazula de Gordiano,Daniela Castañeda Michel,FUERZA MÉXICO,,,,https://www.facebook.com/profile.php?id=100061314104404
Tamazula de Gordiano,Raúl Everardo Gutiérrez Castañeda,FUTURO,,,,
Tamazula de Gordiano,Juan Ignacio Herrera del Toro,HAGAMOS,,,,
Tamazula de Gordiano,Apolinar Zepeda Torres,MC,,,,
Tamazula de Gordiano,Marcela Guadalupe Munguía García,MORENA,,,,https://www.facebook.com/Lupita-Munguia-101510835388770
Tamazula de Gordiano,Modesto Betancourt Ramírez,PAN,,,,https://www.facebook.com/modebetancourt1
Tamazula de Gordiano,Serafín Díaz del Toro,PRI,,,,https://www.facebook.com/tamazulainformaprimx
Tamazula de Gordiano,Jorge Antillón Guizar,PT,,,,
Tepatitlán de Morelos,Francisco Camarena Velázquez,FUERZA MÉXICO,,,,
Tepatitlán de Morelos,Aileen Jaramillo García,FUTURO,,,,https://www.facebook.com/Aileen-Jaramillo-108706111310073
Tepatitlán de Morelos,Francisco Javier Aceves Aldrete,HAGAMOS,,,https://twitter.com/PanchoAcevesA?s=20,https://www.facebook.com/PanchoAcevesA
Tepatitlán de Morelos,María Elena de Anda Gutiérrez,MC,,,,https://www.facebook.com/nenadeandag
Tepatitlán de Morelos,Susana Jaime Mercado,MORENA,,,https://twitter.com/SusanaJaimeMer1?s=20,https://www.facebook.com/candidatasusanajaime
Tepatitlán de Morelos,Miguel Ángel Esquivias Esquivias,PAN,,,https://twitter.com/MAngelEsquivias?s=20,https://www.facebook.com/AngelEsquiviasOficial
Tepatitlán de Morelos,Julianne Harlent Mariat Alvarado Alvarado,PES,,,,
Tepatitlán de Morelos,Karen Aremi Avala Valdivia,PRD,,,,
Tepatitlán de Morelos,Gerardo Pérez Martínez,PRI,,,,https://www.facebook.com/GerardoPerezTepa
Tepatitlán de Morelos,José Antonio Becerra González,PVEM,,,,https://www.facebook.com/antoniobecerratepa
Tepatitlán de Morelos,Evangelina Gabriela Jiménez Cortés,RSP,,,,https://www.facebook.com/gabriela.jimenez.77128
Tepatitlán de Morelos,Ramón Gonzalez González,INDEPENDIENTE,,,https://twitter.com/RamonGlez_Tepa?s=20,https://www.facebook.com/ramon.gonzalezgonzalez.988
Tlajomulco de Zúñiga,José Eduardo Ayala Fernández,FUERZA MÉXICO,,,,https://www.facebook.com/joseeduardo.ayalafernandez.73
Tlajomulco de Zúñiga,Tania Romero López,FUTURO,,,https://twitter.com/TaniaRomeroL?s=20,https://www.facebook.com/TaniaRomL
Tlajomulco de Zúñiga,Ma del Rosario García Fletes,HAGAMOS,,,,
Tlajomulco de Zúñiga,Salvador Zamora Zamora,MC,,,https://twitter.com/SalvadorZamoraZ?s=20,https://www.facebook.com/SalvadorZamoraZ
Tlajomulco de Zúñiga,María Elena Rivera Estrada,PAN,,,,
Tlajomulco de Zúñiga,Leonardo Misael Mercado Chávez,PES,,,,https://www.facebook.com/Misael.Mercadoo
Tlajomulco de Zúñiga,Juan Carlos González Zúñiga,PRD,,,,
Tlajomulco de Zúñiga,Sara Alejandra Estrada Galán,PRI,,,,https://www.facebook.com/sara.galan.585
Tlajomulco de Zúñiga,Miguel Ángel León Contreras,PT,,,https://twitter.com/JALISCOPT?s=20,
Tlajomulco de Zúñiga,Gloria Verónica Camacho Navarro,PVEM,,,,
Tlajomulco de Zúñiga,José Reyes Ayala Estrada,RSP,,,,https://www.facebook.com/josereyes.ayalaestrada
Tlaquepaque,Jorge Montoya Orozco,FUTURO,,,https://twitter.com/JorgeMontoyaOr3?s=20,https://www.facebook.com/jorgemontoyafuturo
Tlaquepaque,Ana Silvia Gutiérrez Martínez,HAGAMOS,,,https://twitter.com/AnaTlaquepaque?s=20,https://www.facebook.com/AnaSilviaTlaquepaque
Tlaquepaque,Mirna Citlalli Amaya de Luna,MC,,,https://twitter.com/CitlalliAmaya?s=20,https://www.facebook.com/amayacitlalli
Tlaquepaque,Alberto Maldonado Chavarín,MORENA,,,https://twitter.com/BetoMaldonado_?s=20,https://www.facebook.com/AlbertoMaldonadoTLA
Tlaquepaque,María del Rosario Velázquez Hernández,PAN,,,https://twitter.com/Chayito_MX?s=20,https://www.facebook.com/Chayito.MX
Tlaquepaque,José Alberto Casas Reynoso,PES,,,,https://www.facebook.com/josealberto.casasreynoso
Tlaquepaque,Miram Yolet Wiedfeldt Barrera,PRD,,,https://twitter.com/MiriamWiedfeldt?s=20,https://m.facebook.com/miriam.wiedfeldt
Tlaquepaque,Roberto Gerardo Albarrán Magaña,PRI,,,https://twitter.com/doctorralbarran?s=20,https://www.facebook.com/roberto.albarranmagana
Tlaquepaque,Alfredo Fierros González,PT,,,,https://www.facebook.com/profile.php?id=100009477547737
Tlaquepaque,Norma Alicia Cruz Hernández,PVEM,,,,
Tlaquepaque,María Guadalupe Orozco Juárez,RSP,,,,
Tonalá,Luz Elena Gómez Orozco,FUERZA MÉXICO,,,,
Tonalá,José Enrique Díaz Martínez,FUTURO,,,,
Tonalá,Juan Carlos Villarreal Salazar,HAGAMOS,,,https://twitter.com/SoyJCVillarreal?s=20,https://www.facebook.com/SoyJCVillarreal
Tonalá,Ana Priscila González García,MC,,,https://twitter.com/PriscilaGlezMC?s=20,https://www.facebook.com/PriscilaGlezMC
Tonalá,,MORENA,,,,
Tonalá,Rocío Acosta Cervantes,PAN,,,,https://www.facebook.com/Rocio.cervantes.t
Tonalá,María Guadalupe Castañeda Martínez,PES,,,,
Tonalá,María Guadalupe Cruz Pérez,PRD,,,,
Tonalá,Edgar Oswaldo Bañales Orozco,PRI,,,https://twitter.com/OswaldoBanales?s=20,https://t.co/a3Da98dMpK?amp=1
Tonalá,José de Jesús Guzmán García,PT,,,https://twitter.com/JALISCOPT?s=20,
Tonalá,Manuel Nájera Martínez,PVEM,,,,https://www.facebook.com/manuel.deluna.1023
Tonalá,Juan Esteban Rodríguez Rodríguez,RSP,,,,https://www.facebook.com/juanesteban.rodriguez.98284566
Tonalá,Dulce Erika Vazquez Pérez,SOMOS,,,,
Tonalá,Luis Ángel Morales Hernández,INDEPENDIENTE,,,https://twitter.com/LuisAngelTonala?s=20,https://www.facebook.com/LuisAngelTonala
Zapopan,Beatriz Gómez Tolentino,FUERZA MÉXICO,,,,https://www.facebook.com/betty.gomez.3382
Zapopan,José Pedro Kumamoto Aguilar,FUTURO,,,https://twitter.com/pkumamoto?s=20,https://www.facebook.com/PedroKumamoto
Zapopan,María Gómez Rueda,HAGAMOS,,,https://twitter.com/MariaGomezRue?s=20,https://www.facebook.com/MariaGomezRue
Zapopan,Juan José Frangie Saade,MC,,,https://twitter.com/juanjosefrangie?s=20,https://www.facebook.com/juanjosefrangie
Zapopan,Alberto Uribe Camacho,MORENA,,http://albertouribe.mx/,https://twitter.com/AlbertoUribeC?s=20,https://www.facebook.com/AlbertoUribeCamacho
Zapopan,Omar Antonio Borboa Becerra,PAN,,,https://twitter.com/omarborboab?s=20,https://www.facebook.com/omarborboaoficial
Zapopan,Ramón Reyes García,PES,,,,https://www.facebook.com/RamonReyesG
Zapopan,Francisco Javier Velasco Macías,PRD,,,,
Zapopan,Dulce Sarahí Cortés Vite,PRI,,,https://twitter.com/sarahi_vite?s=20,https://www.facebook.com/sarahi.cortesvite.9
Zapopan,Ana Julia Medina Iñiguez,PT,,,,
Zapopan,Salvador Cosío Gaona,PVEM,,,https://twitter.com/salvadorcosio1?s=20,https://www.facebook.com/SalvadorCosioGaona
Zapopan,Martina Beltrán Ayala,RSP,,,,
Zapopan,José Alberto Martínez Hernández,SOMOS,,,,
Zapotlán el Grande,Nelida Torres Espinoza,FUERZA MÉXICO,,,,https://www.facebook.com/NelidaTorresFuerzaMexico
Zapotlán el Grande,Roberto Chávez del Toro,FUTURO,,,https://twitter.com/robertochavezdt?s=20,https://www.facebook.com/RobertoChavezdt
Zapotlán el Grande,Mónica Reynoso Romero,HAGAMOS,,,,https://www.facebook.com/M%C3%B3nica-Reynoso-108787341303492
Zapotlán el Grande,Laura Elena Martínez Rubalcaba,MC,,,,https://www.facebook.com/lauraelenamartinezr
Zapotlán el Grande,Sara Moreno Ramírez,PAN,,,,https://www.facebook.com/saramorenoram
Zapotlán el Grande,Mayra Guadalupe Magaña Medina,PRD,,,,
Zapotlán el Grande,Edgar Joel Salvador Bautista,PRI,,,https://twitter.com/joelsalvador_?s=20,https://www.facebook.com/JoelSalvadorB
Zapotlán el Grande,Alejandro Barragán Sánchez,PT,,,https://twitter.com/alexbarragan76?s=20,https://www.facebook.com/alejandroZapotlan
Zapotlán el Grande,Eva María Zepeda Carrillo,PVEM,,,,https://www.facebook.com/EvaZepedapartidoVerde
Zapotlán el Grande,Ana Patricia Díaz Villalvazo,RSP,,,,
Zapotlán el Grande,Alejandro Vázquez González,INDEPENDIENTE,,,,https://www.facebook.com/Alvago.unidos.por.zapotlan
Zapotlán el Grande,Primitivo Pimentel Reyes,INDEPENDIENTE,,,,https://www.facebook.com/LicPrimitivoPimentelReyes
Zapotlanejo,Ángel Alberto Mayoral Pérez,FUERZA MÉXICO,,,,https://www.facebook.com/mayoral2021
Zapotlanejo,Carlos Cervantes Álvarez,HAGAMOS,,,,https://www.facebook.com/profesorcarloscervantes
Zapotlanejo,Ricardo Morales Sandoval,MC,,,,https://www.facebook.com/RicardoMoralesZapotlanejo
Zapotlanejo,José Luis Munguía Cardona,PAN,,joseluismunguiatv.com,https://twitter.com/JoseLuisMunguia?s=20,https://www.facebook.com/joseluis.munguiacardona
Zapotlanejo,Alberto Palomera Jiménez,PES,,,https://www.facebook.com/Alberto-Palomera-101626782037250,
Zapotlanejo,Luis Calderón Calderón,PRD,,,,
Zapotlanejo,Alejandro Orozco Hernández,PRI,,,https://www.facebook.com/AlexOrozcoHernandez,
Zapotlanejo,María Dolores Torres Pérez,RSP,,,https://www.facebook.com/mariadolores.torresperez.90,
Diputado Local DTTO. 1,José Efraín Tejeda Vadillo,FUERZA MÉXICO,,,,
Diputado Local DTTO. 1,Norberto Raul Huerta Rivas,FUTURO,,,,
Diputado Local DTTO. 1,Víctor Miguel González González,HAGAMOS,,,,https://www.facebook.com/VicVallarta
Diputado Local DTTO. 1,Eduardo Ron Ramos,MC,,,https://twitter.com/LaloRonR?s=20,https://www.facebook.com/LaloRonR
Diputado Local DTTO. 1,Juana Patricia Contreras Ramírez,MORENA,,,,https://www.facebook.com/Mtra.PatyContreras
Diputado Local DTTO. 1,Aldo Gamboa Gutiérrez,PAN,,"
https://aldogamboa.com.mx/",,https://www.facebook.com/aldogamboag
Diputado Local DTTO. 1,Alberto Aguirre Alvarez,PES,,,,https://www.facebook.com/Alberto-Aguirre-Alvarez-103675538507778
Diputado Local DTTO. 1,Gustavo Tonatiuh Ledezma Caldera,PRD,,,,https://www.facebook.com/Tonatiuh-Ledezma-Caldera-109024861291834
Diputado Local DTTO. 1,Fabiola Pulido Franco,PRI,,,https://twitter.com/FabyPulido_?s=20,https://www.facebook.com/FPulidoFranco
Diputado Local DTTO. 1,Armando Pérez Sánchez,PT,,,,https://www.facebook.com/armandoperez.74
Diputado Local DTTO. 1,Nimsy Navith Reynoso Castañeda,PVEM,,,,
