Candidatura,Nombre,Partido,electo,url,twitter,facebook
Diputado Local DTTO. 16 (Tlaquepaque),Daniela Elizabeth Chávez Estrada,FUTURO,,http://www.danielachavez.mx/,https://twitter.com/DaniChavezE?s=20,https://www.facebook.com/danielachavezes
Diputado Local DTTO. 16 (Tlaquepaque),Cristina Patricia Carrasco Acosta,HAGAMOS,,,https://twitter.com/Carrasco_Cris8?s=20,https://www.facebook.com/cristinacarrasco08
Diputado Local DTTO. 16 (Tlaquepaque),Marco Antonio Fuentes Ontiveros,MC,,,https://twitter.com/MarcoFuentesUno?s=20,https://www.facebook.com/MarcoFuentesUno
Diputado Local DTTO. 16 (Tlaquepaque),Oscar Vázquez Llamas,MORENA,,,https://twitter.com/vasques4T?s=20,https://www.facebook.com/vasques4T
Diputado Local DTTO. 16 (Tlaquepaque),José Luis Figueroa Meza,PAN,,,https://twitter.com/FigueroaJL16?s=20,https://www.facebook.com/FigueroaM16
Diputado Local DTTO. 16 (Tlaquepaque),Mario Lozano Franco,PES,,,,https://www.facebook.com/profile.php?id=100065301084899
Diputado Local DTTO. 16 (Tlaquepaque),Claudia Galán Martínez,PRD,,,,https://www.facebook.com/mvz_galan-358739268431004
Diputado Local DTTO. 16 (Tlaquepaque),Luis Arturo Morones Vargas,PRI,,,,
Diputado Local DTTO. 16 (Tlaquepaque),Noelia Castillo Zúñiga,PT,,,,
Diputado Local DTTO. 16 (Tlaquepaque),Deniss Fabiola Franco González,PVEM,,,,https://www.facebook.com/deniss.franco.verde
Diputado Local DTTO. 16 (Tlaquepaque),Luis Alfonso Magaña del Toro,RSP,,,,
Diputado Local DTTO. 16 (Tlaquepaque),Jennifer Verónica Cueto García,SOMOS,,,,https://www.facebook.com/Veronica-Cueto-105933698252119
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Darío Torres Herrera,FUERZA MÉXICO,,,,https://www.facebook.com/Dario-Torres-377507496393881
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Luis Enrique Gudiño Michel,FUTURO,,,https://twitter.com/GudinoFuturo?s=20,https://www.facebook.com/LuisEnriqueG.Futuro
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Jorge Bernal Lara,HAGAMOS,,,,https://www.facebook.com/JorgeBernalD17
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",María Dolores López Jara,MC,,,https://twitter.com/lolislopezjara?s=20,https://www.facebook.com/lolislopezjara
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Julia Arlaeth Valencia Pérez,MORENA,,,,https://www.facebook.com/JuliaValenciaa
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Ma Felicitas Aguilar Ibarra,PAN,,,,https://www.facebook.com/FelicitasAguilarIb
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Yessica Gil Amador,PES,,,,
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Claudia Rocío Durán Rubio,PRD,,,,
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Alberto Arreola Castañeda,PRI,,,,https://www.facebook.com/alberto.arreolacastaneda
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",María Guadalupe Ruíz Macías,PT,,,,
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Erika Lizbeth Ramírez Pérez,PVEM,,,,https://www.facebook.com/erikitaramire
"Diputado Local DTTO. 17 (Zapotlanejo, Juanacatlán, Jocotepec)",Blanca Margarita Mata Ponce,RSP,,,,
Diputado Local DTTO. 18,María del Rosario Delgado Camberos,FUERZA MÉXICO,,,,
Diputado Local DTTO. 18,Jorge Sebastián López Guitrón,FUTURO,,,,https://www.facebook.com/Jorge-Sebastian-Lopez-Guitron-Kichis-103164455238284
Diputado Local DTTO. 18,Monica Almeida López,HAGAMOS,,,https://twitter.com/MonicaAlmeidalo?s=20,https://www.facebook.com/MonicaAlmeidaL
Diputado Local DTTO. 18,Fernando Martínez Guerrero,MC,,,,https://www.facebook.com/fernando.martinezguerrero.5
Diputado Local DTTO. 18,David Michel Camarena,MORENA,,,,https://www.facebook.com/DavidMichelCamarena
Diputado Local DTTO. 18,Irma de Anda Licea,PAN,,https://www.facebook.com/IrmadeAnda.org,https://twitter.com/irma_de_anda?s=20,https://www.facebook.com/IrmadeAnda.org
Diputado Local DTTO. 18,Citlalli Anahí López Pinzón,PES,,,,
Diputado Local DTTO. 18,Abraham Vallín Gutiérrez,PRD,,,,
Diputado Local DTTO. 18,Ana Angelita Degollado González,PRI,,,,https://www.facebook.com/DraAnaDegollado
Diputado Local DTTO. 18,Juan Ávila Cuenca,PT,,,,https://www.facebook.com/CandidatoDiputadoLocalDistrito18
Diputado Local DTTO. 18,Francisco Romero Álvarez,PVEM,,,,
Diputado Local DTTO. 18,Olivia Galvez Saldaña,RSP,,,,https://www.facebook.com/oliviagalvez.d18
Diputado Local DTTO. 18,Cecilia Bayardo Prieto,SOMOS,,,,
Diputado Local DTTO. 19 (Zapotlán el Grande),Juan José Torres Cervantes,FUERZA MÉXICO,,,,https://www.facebook.com/profile.php?id=1379464591
Diputado Local DTTO. 19 (Zapotlán el Grande),Daniela Alejandrina López López,FUTURO,,,https://twitter.com/AlejandrinaLp10?s=20,https://www.facebook.com/AlejandrinaLpz
Diputado Local DTTO. 19 (Zapotlán el Grande),Francisco Javier Alvarez Chávez,HAGAMOS,,,https://twitter.com/GueroAlvarezCh?s=20,https://www.facebook.com/GueroAlvarezCh/
Diputado Local DTTO. 19 (Zapotlán el Grande),Higinio del Toro Pérez,MC,,,https://twitter.com/higiniodeltoro?s=20,https://www.facebook.com/higiniodeltoro0
Diputado Local DTTO. 19 (Zapotlán el Grande),Carlos Ignacio Toledo Vizcaíno,MORENA,,,,https://www.facebook.com/CarTolViz
Diputado Local DTTO. 19 (Zapotlán el Grande),Noé Saúl Ramos García,PAN,,,https://twitter.com/NoeSaulRamosGa1?s=20,https://www.facebook.com/noesramosgarcia
Diputado Local DTTO. 19 (Zapotlán el Grande),Karla Ivon Montes Cervantes,PES,,,,
Diputado Local DTTO. 19 (Zapotlán el Grande),Francisco Javier Hernández López,PRD,,,,https://www.facebook.com/fcojhl
Diputado Local DTTO. 19 (Zapotlán el Grande),Ana Isabel Oseguera Cortés,PRI,,,,https://www.facebook.com/AnaIsabelOcegueraC
Diputado Local DTTO. 19 (Zapotlán el Grande),Dora Luz Navarro López,PT,,,,
Diputado Local DTTO. 19 (Zapotlán el Grande),Rosalío Ramírez Evangelista,PVEM,,,,
Diputado Local DTTO. 19 (Zapotlán el Grande),Elia Gómez Ramirez,RSP,,,,
Diputado Local DTTO. 19 (Zapotlán el Grande),José Akenai Trinidad García,SOMOS,,,,
Diputado Local DTTO. 20 (Tonalá),Aurelio González López,FUERZA MÉXICO,,,,https://www.facebook.com/aurelio.gonzalezlopez
Diputado Local DTTO. 20 (Tonalá),Arquímides Andrés Flores López,FUTURO,,,https://twitter.com/arquimidesMX?s=20,https://www.facebook.com/arquimidesMX
Diputado Local DTTO. 20 (Tonalá),Joel Alvarez Lomelí,HAGAMOS,,,,https://www.facebook.com/Joelalvarezchicatano
Diputado Local DTTO. 20 (Tonalá),Estefania Padilla Martínez,MC,,,https://twitter.com/Estfaniapadilla?s=20,https://www.facebook.com/soyfanipadilla
Diputado Local DTTO. 20 (Tonalá),Gabriel Pérez Pérez,MORENA,,,,https://www.facebook.com/profile.php?id=100022070412359
Diputado Local DTTO. 20 (Tonalá),Juan José Hernández Alvarez,PAN,,,,
Diputado Local DTTO. 20 (Tonalá),Vicente Fernández Abarca,PES,,,,
Diputado Local DTTO. 20 (Tonalá),Silvia Sajaira Rivas Sánchez,PRD,,,,
Diputado Local DTTO. 20 (Tonalá),Marisol Casián Silva,PRI,,,,https://www.facebook.com/Marisol-Casian-401661499854353
Diputado Local DTTO. 20 (Tonalá),María Luiza Martínez Almaraz,PT,,,,https://www.facebook.com/LuizaConZ
Diputado Local DTTO. 20 (Tonalá),Armando Amante Martínez,PVEM,,,,https://www.facebook.com/ArmandoPorElVerde
Diputado Local DTTO. 20 (Tonalá),Hugo Arturo Aguilar Chávez,RSP,,,,
Diputado Local DTTO. 20 (Tonalá),Norma Lorena Ramírez Mendoza,SOMOS,,,,
Diputado Federal DTTO. 1,CELIA GONZALEZ PIZ,FUERZA MÉXICO,,,,https://www.facebook.com/celia.gonzalezpiz
Diputado Federal DTTO. 1,JUAN GERARDO RUIZ DELGADO,MC,,,,https://www.facebook.com/JGerardoRuizD
Diputado Federal DTTO. 1,MARIA ISABEL DELGADO CORNEJO,MORENA - PT - PVEM,,,,https://www.facebook.com/Mar%C3%ADa-Isabel-Delgado-Cornejo-102334328626079
Diputado Federal DTTO. 1,GUSTAVO MACIAS ZAMBRANO,PAN - PRI- PRD,,,https://twitter.com/gustavomaciasz?s=20,https://www.facebook.com/gustavomaciasz
Diputado Federal DTTO. 1,MARCELA OROZCO GOMEZ,PES,,,,https://www.facebook.com/orozcomarcelatequila
Diputado Federal DTTO. 1,EROS PADILLA JIMENEZ,RSP,,,,https://www.facebook.com/diputadofederalerospadilla
Diputado Federal DTTO. 2,MARCELA ADRIANA MARTINEZ VALDIVIA,FUERZA MÉXICO,,,,https://www.facebook.com/Marcela-Adriana-Mart%C3%ADnez-Valdivia-103963265134246
Diputado Federal DTTO. 2,EDGAR ALFREDO GONZALEZ CHAVEZ,MC,,,https://twitter.com/EdgarGonzalezMC?s=20,https://www.facebook.com/EdgarGonzalezEML
Diputado Federal DTTO. 2,OLIVIA GUILLEN PADILLA,MORENA,,,,https://www.facebook.com/OliviaGuillenP
Diputado Federal DTTO. 2,MARTHA ESTELA ROMO CUELLAR,PAN - PRI-PRD,,,https://twitter.com/MarthaRomoC?s=20,https://www.facebook.com/MarthaRomoC
Diputado Federal DTTO. 2,EVELIA HERNANDEZ PARADA,PES,,,,
Diputado Federal DTTO. 2,SERGIO PEREZ GONZALEZ,PT,,,,
Diputado Federal DTTO. 2,YARITZA LOPEZ MEDINA,PVEM,,,,
Diputado Federal DTTO. 2,EPIFANIA SOCORRO VAZQUEZ FIGUEROA,RSP,,,,
Diputado Federal DTTO. 3,JOSE LUIS VALLE MAGAÑA,FUERZA MÉXICO,,,,
Diputado Federal DTTO. 3,HECTOR HUGO BRAVO HERNANDEZ,MC,,,https://twitter.com/DrHugoBravo?s=20,https://www.facebook.com/drhugobravo
Diputado Federal DTTO. 3,RODRIGO MERCADO IBARRA,MORENA,,,,https://www.facebook.com/Lic-Rodrigo-Mercado-Ibarra-102342555077480
Diputado Federal DTTO. 3,DESIDERIO TINAJERO ROBLES,PAN - PRI- PRD,,,https://twitter.com/drdesideriotr?s=20,https://www.facebook.com/Drdesideriotr
Diputado Federal DTTO. 3,MARIA DOLORES JIMENEZ ORNELAS,PES,,,,
Diputado Federal DTTO. 3,EDUARDO GONZALEZ RUBIO GUERRERO,PT,,,,https://www.facebook.com/groups/463121751027799/user/1729970832
Diputado Federal DTTO. 3,ESCARLETH MARIEL ARECHIGA GUTIERREZ,PVEM,,,,
Diputado Federal DTTO. 3,"JOSE LUIS RODRIGUEZ GARCIA
",RSP,,,,https://www.facebook.com/PepeRodriguezG/
Diputado Federal DTTO. 4,LETICIA SANTOSCOY OTERO,FUERZA MÉXICO,,,,https://www.facebook.com/letty.salvaje
Diputado Federal DTTO. 4,TAYGETE IRISAY RODRIGUEZ GONZALEZ,MC,,,https://twitter.com/IrisayRodriguez?s=20,https://www.facebook.com/IrisayRodriguezG
Diputado Federal DTTO. 4,RAUL ALVAREZ VILLASEÑOR,MORENA - PT- PVEM,,,https://twitter.com/Raulalvarez87?s=20,https://www.facebook.com/RaulAlvarezVilllasenor
Diputado Federal DTTO. 4,"EDGAR LEOPOLDO CORTES MONTES DE OCA
",PAN - PRI - PRD,,,https://twitter.com/soypolocortes?s=20,https://www.facebook.com/soypolocortes/
Diputado Federal DTTO. 4,SOFIA CARDENAS PINEDA,PES,,,,https://www.facebook.com/Sof%C3%ADa-C%C3%A1rdenas-Pineda-100602872147946
Diputado Federal DTTO. 4,"PABLO ALFONSO CORTES HERNANDEZ
",RSP,,,,
Diputado Federal DTTO. 5,ALFREDO SANCHEZ RODARTE,FUERZA MÉXICO,,,,https://www.facebook.com/alfredosanchezrodarte
Diputado Federal DTTO. 5,JAIME ALVAREZ ZAYAS,MC,,,https://twitter.com/DrJaimeZayas?s=20,https://www.facebook.com/DrJaimeZayas
Diputado Federal DTTO. 5,BRUNO BLANCAS MERCADO,MORENA - PT- PVEM,,,https://twitter.com/bruno_blancas?s=20,https://www.facebook.com/BrunoBlancasMercado
Diputado Federal DTTO. 5,CARLOS GERARD GUZMAN,PAN - PRI - PRD,,,https://twitter.com/Carlos_Gerard?s=20,https://www.facebook.com/carlosgerardD5
Diputado Federal DTTO. 5,LUIS ROBERTO GONZÁLEZ GUTIÉRREZ,PES,,,https://twitter.com/RobertoGlezpv?s=20,https://www.facebook.com/RobertoGonzalezpv
Diputado Federal DTTO. 5,ARACELI SANCHEZ MEDINA,RSP,,,,
Diputado Federal DTTO. 6,DORA ALICIA AVILA ARROYO,FUERZA MÉXICO,,,,
Diputado Federal DTTO. 6,MANUEL JESUS HERRERA VEGA,MC,,,https://twitter.com/ManuelHerreraV?s=20,https://www.facebook.com/ManuelHerreraV.mx
Diputado Federal DTTO. 6,"MONTSERRAT TOSTADO MALACON
",MORENA - PT- PVEM,,,,https://www.facebook.com/Montserrat-Tostado-101214548753457
Diputado Federal DTTO. 6,ADRIANA BUENROSTRO VAZQUEZ,PAN - PRI - PRD,,,https://twitter.com/Adybuenrostro?s=20,https://www.facebook.com/Adriana-Buenrostro-V%C3%A1zquez-113957130736548
Diputado Federal DTTO. 6,ARACELI GUADALUPE PARTIDA VAZQUEZ,PES,,,,https://www.facebook.com/Araceli-P-V%C3%A1zquez-148746059160351
Diputado Federal DTTO. 6,LUIS ALBERTO RAMOS RIVERA,RSP,,,,
Diputado Federal DTTO. 7,ICELA ARELLANO GUZMAN,FUERZA MÉXICO,,,,https://www.facebook.com/icelafmx
Diputado Federal DTTO. 7,ANGEL ENRIQUE GUZMAN LOZA,MC,,,https://twitter.com/ENRIQUEGUZ?s=20,https://www.facebook.com/EnriqueGuzmanL
Diputado Federal DTTO. 7,ALBERTO VILLA VILLEGAS,MORENA - PT- PVEM,,,https://twitter.com/BetoVillaMx?s=20,https://www.facebook.com/BetoVillaVillegas
Diputado Federal DTTO. 7,"LAURA BERENICE FIGUEROA BENITEZ
",PAN - PRI-PRD,,,,https://www.facebook.com/Laura-Figueroa-105447028215049
Diputado Federal DTTO. 7,CARLOS ALBERTO IBARRA HERNANDEZ,PES,,,,
Diputado Federal DTTO. 7,BRENDA FLORES SANCHEZ,RSP,,,,https://www.facebook.com/BrendaFloresRSP
Diputado Federal DTTO. 8,"MARIA DE LOS ANGELES TORRES RUIZ
",FUERZA MÉXICO,,,,
Diputado Federal DTTO. 8,"JOSE MAURO GARZA MARIN
",MC,,,https://twitter.com/MauroGarzaMarin?s=20,https://www.facebook.com/MauroGarzaMarin
Diputado Federal DTTO. 8,"MARIA YESENIA GALVAN BELTRAN
",MORENA - PT- PVEM,,,https://twitter.com/yeseniagdl?s=20,https://www.facebook.com/yeseniagalvanb
Diputado Federal DTTO. 8,"CLAUDIA IMELDA SALDAÑA ASCENCIO
",PAN - PRI - PRD,,,https://twitter.com/Claudiasa12A?s=20,https://www.facebook.com/Claudia-Salda%C3%B1a-Ascencio-103801708421409
Diputado Federal DTTO. 8,"ZONIA JUDITH MERINO GARCIA DE ALBA
",PES,,,,https://www.facebook.com/Zonia-Merino-Garcia-de-Alba-459366687774804
Diputado Federal DTTO. 8,VICTOR MANUEL RAMIREZ DOMINGUEZ,RSP,,,,https://www.facebook.com/Victor.Ramirez.Rsp
Diputado Federal DTTO. 9,ADELA VAZQUEZ LARIOS,FUERZA MÉXICO,,,,https://www.facebook.com/Adela-Vazquez-Larios-102814385023692
Diputado Federal DTTO. 9,CARMEN JULIA PRUDENCIO GONZALEZ,MC,,,https://twitter.com/carmenjuliagdl?s=20,https://www.facebook.com/carmenjuliagdl
Diputado Federal DTTO. 9,"MARIA DEL ROCIO CORONA NAKAMURA
",MORENA - PT- PVEM,,,https://twitter.com/RocioCoronaNkm?s=20,https://www.facebook.com/RocioCoronaNkm
Diputado Federal DTTO. 9,"ERIKA NATALIA JUAREZ MIRANDA
",PAN - PRI - PRD,,,https://twitter.com/juarezmiranda?s=20,https://www.facebook.com/NataliaJuarezMiranda
Diputado Federal DTTO. 9,"LETICIA ISABEL ULLOA DIAZ
",PES,,,,
Diputado Federal DTTO. 9,"MARIA DEL CARMEN CAUDEL HERRERA
",RSP,,,https://twitter.com/MaricarmenCaud3?s=20,https://www.facebook.com/Maricarmencaude
Diputado Federal DTTO. 9,CHRISTOPHER ARTURO RODRIGUEZ HERNANDEZ,INDEPENDIENTE,,,,https://www.facebook.com/chrisrodriguezindependiente
Diputado Federal DTTO. 10,JULIO NELSON GARCIA SANCHEZ,FUERZA MÉXICO,,,,
Diputado Federal DTTO. 10,HORACIO FERNANDEZ CASTILLO,MC,,,https://twitter.com/Horaciofdzc?s=20,https://www.facebook.com/Horaciofernandezcastillo
Diputado Federal DTTO. 10,AMINADAB MONTEJANO CARMONA,PT - PVEM - MORENA,,,https://twitter.com/AmiMontejano?s=20,https://www.facebook.com/aminadabmontejano
Diputado Federal DTTO. 10,"FRANCISCO JAVIER RAMIREZ ACUÑA
",PAN,,,https://twitter.com/framirezad10?s=20,https://www.facebook.com/framirezad10/
Diputado Federal DTTO. 10,"JOSE CUAUHTEMOC MONTES LEAÑO
",PES,,,,https://www.facebook.com/Jos%C3%A9-Cuauht%C3%A9moc-Montes-TEMOC-108622731310820
Diputado Federal DTTO. 10,"GUADALUPE JASAAI NOCHEBUENA BECERRA
",RSP,,,,https://www.facebook.com/Jasaai-Nochebuena-102265795195712
Diputado Federal DTTO. 11,ANA CELINA VAZQUEZ RODRIGUEZ,FUERZA MÉXICO,,,,
Diputado Federal DTTO. 11,MA EDITH MUJICA CHAVEZ,MC,,,https://twitter.com/JefaEdithMujica?s=20,https://www.facebook.com/JefaEdithMujica
Diputado Federal DTTO. 11,CLAUDIA DELGADILLO GONZALEZ,PT - PVEM - MORENA,,,https://twitter.com/ClaudDelgadillo?s=20,https://www.facebook.com/ClaudDelgadillo
Diputado Federal DTTO. 11,JORGE ARANA ARANA,PAN - PRI - PRD,,,https://twitter.com/JorgeAranaArana?s=20,https://www.facebook.com/JorgeAranaArana.si
Diputado Federal DTTO. 11,ADOLFO BAUTISTA HERRERA,PES,,,https://twitter.com/bofo_100_?s=20,https://www.facebook.com/ElBofoBautista
Diputado Federal DTTO. 11,DOLORES PATRICIA ALVARADO CORONA,RSP,,,,
Diputado Federal DTTO. 12,GRACIELA MICHELLE LOZANO LOPEZ,FUERZA MÉXICO,,,,
Diputado Federal DTTO. 12,MARIA ASENCION ALVAREZ SOLIS,MC,,,https://twitter.com/MariaAsencionAl?s=20,https://www.facebook.com/MariaAsencionAlvarez
Diputado Federal DTTO. 12,VERONICA RAMOS CRUZ,PT - PVEM - MORENA,,,https://twitter.com/VeronicaRamosD?s=20,https://www.facebook.com/RamosCruzVeronica
Diputado Federal DTTO. 12,ANA LAURA CHAVEZ VELARDE,PAN - PRI - PRD,,,https://twitter.com/ana_chvez?s=20,https://www.facebook.com/anachvzvlrd
Diputado Federal DTTO. 12,"NORMA ERENDIRA YAÑEZ CHAVEZ
",PES,,,,https://www.facebook.com/eretlajomulco
Diputado Federal DTTO. 12,"JULIA ADRIANA LOPEZ HERNANDEZ
",RSP,,,,
Diputado Federal DTTO. 13,TESSA SOFIA AMBRIZ MURGUIA,FUERZA MÉXICO,,,https://twitter.com/TessambriZ?s=20,https://www.facebook.com/FuerzaTessaAmbriz
Diputado Federal DTTO. 13,"SERGIO BARRERA SEPULVEDA
",MC,,,https://twitter.com/ChecoBarrera?s=20,https://www.facebook.com/ChecoBarreraSepulveda
Diputado Federal DTTO. 13,KATIA ALEJANDRA CASTILLO LOZANO,PT - PVEM  - MORENA,,,https://twitter.com/katiacastillol?s=20,https://www.facebook.com/KatiaCastilloLozano
Diputado Federal DTTO. 13,"CARLOS BERNARDO GUZMAN CERVANTES
",PAN - PRI - PRD,,,,https://www.facebook.com/BernaGuzman13
Diputado Federal DTTO. 13,"MARIA CRISTINA PILOÑA RIVERA
",PES,,,https://twitter.com/pilonna?s=20,https://www.facebook.com/cristina.pilona
Diputado Federal DTTO. 13,ADAN JAIME ALCANTAR GONZALEZ,RSP,,,https://twitter.com/Adan_Alcantar_?s=20,https://www.facebook.com/AdanJaimeAlcantarG
Diputado Federal DTTO. 14,ANA MARIA AMADOR BARRAGAN,FUERZA MÉXICO,,,,https://www.facebook.com/AnaAmador6
Diputado Federal DTTO. 14,MARIA LETICIA CHAVEZ PEREZ,MC,,,https://twitter.com/LetyChavez_D14?s=20,https://www.facebook.com/LetyChavezDistrito14
Diputado Federal DTTO. 14,ENRIQUE AUBRY DE CASTRO PALOMINO,PT - PVEM - MORENA,,,https://twitter.com/EnriqueAubry?s=20,https://www.facebook.com/EnriqueAubry
Diputado Federal DTTO. 14,LEOBARDO ALCALA PADILLA,PAN - PRI - PRD,,,https://twitter.com/Leobardo_Alcala?s=20,https://www.facebook.com/Dr.LeobardoAlcala
Diputado Federal DTTO. 14,"NELISAIRA QUIROZ LAMAS
",PES,,,https://twitter.com/quiroz_neli?s=20,https://www.facebook.com/profile.php?id=100063627164032
Diputado Federal DTTO. 14,"MIGUEL ANGEL HORTA TOVAR
",RSP,,,,https://www.facebook.com/MikeHortaTovar
Diputado Federal DTTO. 15,"IGNACIO OROZCO VILLAGOMEZ
",FUERZA MÉXICO,,,,
Diputado Federal DTTO. 15,PAULO GABRIEL HERNANDEZ HERNANDEZ,MC,,,https://twitter.com/PauloZague?s=20,https://www.facebook.com/PauloGabrielZague
Diputado Federal DTTO. 15,JUAN BARAJAS GODINEZ,PT - PVEM - MORENA,,,,https://www.facebook.com/jubago54
Diputado Federal DTTO. 15,ANA LAURA SANCHEZ VELAZQUEZ,PAN - PRI - PRD,,,,https://www.facebook.com/LauraSanchezDXV
Diputado Federal DTTO. 15,"ALEJANDRO NAVARRO LOMELI
",PES,,,,https://www.facebook.com/Alejandro-Navarro-Lomel%C3%AD-101265122080312
Diputado Federal DTTO. 15,MARTIN ALVAREZ CERVANTES,RSP,,,,https://www.facebook.com/martinlachiva.alvarezcervantes
Diputado Federal DTTO. 16,NORMA BECERRA MORENO,FUERZA MÉXICO,,,,https://www.facebook.com/Norma-Becerra-Moreno-107883574739260
Diputado Federal DTTO. 16,"JOAQUIN ANTONIO PORTILLA WOLFF
",MC,,,https://twitter.com/portillajoaquin?s=20,https://www.facebook.com/JoaquinPortillaOficial
Diputado Federal DTTO. 16,"LAURA IMELDA PEREZ SEGURA
",PT - PVEM - MORENA,,,https://twitter.com/LauraImelPerezS?s=20,https://www.facebook.com/LauraImelPerezS
Diputado Federal DTTO. 16,"VERONICA BEATRIZ JUAREZ PIÑA
",PAN,,,https://twitter.com/juarezvero?s=20,https://www.facebook.com/VeronicaBeatrizJuarezPina
Diputado Federal DTTO. 16,DARIO FERNANDO GARCIA GALINDO,PES,,,,
Diputado Federal DTTO. 16,"TERESA DE JESUS OWENS PAREDES
",RSP,,,,https://www.facebook.com/TeresaOwens21
Diputado Federal DTTO. 17,EMA SANDOVAL LOPEZ,FUERZA MÉXICO,,,,
Diputado Federal DTTO. 17,"JUAN MARTIN ESPINOZA CARDENAS
",MC,,,https://twitter.com/MartinEsp_17?s=20,https://www.facebook.com/JuanMartinEspinozaOficial
Diputado Federal DTTO. 17,ANTONIO DE JESUS RAMIREZ RAMOS,PT - PVEM - MORENA,,,,https://www.facebook.com/antonio.ramirez.ramos.s
Diputado Federal DTTO. 17,"HECTOR PADILLA GUTIERREZ
",PAN - PRI - PRD,,,https://twitter.com/Hector_PadillaG?s=20,https://www.facebook.com/HectorPadG
Diputado Federal DTTO. 17,MARTIN GONZALEZ OROPEZA,PES,,,,https://www.facebook.com/martin.gonzalezoropeza
Diputado Federal DTTO. 17,"
MARTHA ESTHER HERNANDEZ ESCAMILLA
",RSP,,,,
Diputado Federal DTTO. 18,OSCAR SEDANO DE LA ROSA,FUERZA MÉXICO,,,,https://www.facebook.com/OscarSedano01
Diputado Federal DTTO. 18,"MARICELA PAEZ GUTIERREZ
",MC,,,https://twitter.com/MaryPaezJal?s=20,https://www.facebook.com/MaryPaezJal
Diputado Federal DTTO. 18,ISMAEL HERNANDEZ ACOSTA,PT - PVEM - MORENA,,,,https://www.facebook.com/Ismael-Hernandez-Acosta-111778341011221
Diputado Federal DTTO. 18,"JOSE GUADALUPE FLETES ARAIZA
",PAN - PRI - PRD,,,https://twitter.com/lupillo_fletes?s=20,https://www.facebook.com/lupillofletesoficial
Diputado Federal DTTO. 18,HOMERO ESPINOZA DIAZ,PES,,,,https://www.facebook.com/PES-Candidato-a-Diputado-Federal-Por-el-Distrito-18-Homero-Espinoza-Diaz-110205024507738
Diputado Federal DTTO. 18,"CLARISSA ROSALBA BENITEZ GARCIA
",RSP,,,,https://www.facebook.com/ClarissaBenitez.D18
Diputado Federal DTTO. 19,"MARTHA GABRIELA ACOSTA ZUBIETA
",FUERZA MÉXICO,,,,https://www.facebook.com/GabyAcostaZubieta
Diputado Federal DTTO. 19,"J JESUS GUERRERO ZUÑIGA
",MC,,,https://twitter.com/PepeGuerreroZu?s=20,https://www.facebook.com/PepeGuerreroZu
Diputado Federal DTTO. 19,LUZ ADRIANA CANDELARIO FIGUEROA,PT - PVEM - MORENA,,,,https://www.facebook.com/Adriana-Candelario-129605344564248
Diputado Federal DTTO. 19,"ANDRES SALVADOR RAMOS CANO
",PAN - PRI - PRD,,,https://twitter.com/AndresSRamosC?s=20,https://www.facebook.com/AndresSRamosC
Diputado Federal DTTO. 19,ROMAN ARELLANO GONZALEZ,PES,,,,
Diputado Federal DTTO. 19,"CUITLAHUAC FERNANDO SANTILLAN OCAMPO
",RSP,,,,https://www.facebook.com/CuitlahuacSantillanO
Diputado Federal DTTO. 20,"JOSE DE JESUS VEGA GONZALEZ
",FUERZA MÉXICO,,,,
Diputado Federal DTTO. 20,EDGAR ISRAEL OROZCO MONTES,MC,,,https://twitter.com/ISRAELOROZCO_?s=20,https://www.facebook.com/IsraelOrozcoM
Diputado Federal DTTO. 20,JOSE LUIS SANCHEZ GONZALEZ,PT - PVEM - MORENA,,,,https://www.facebook.com/JoseLuisSanchezGDL
Diputado Federal DTTO. 20,"MARIA DEL REFUGIO CAMARENA JAUREGUI
",PAN - PRI - PRD,,,https://twitter.com/Cuquis_Camarena?s=20,https://www.facebook.com/LicCamarenaOficial
Diputado Federal DTTO. 20,JULIO CESAR GONZALEZ PADILLA,PES,,,,
Diputado Federal DTTO. 20,"MARIA DE LOS ANGELES BONAVIA CASTRO
",RSP,,,,